Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images,
2024-07-08 9:42:00,09:42:00,CNR7316586073,Success,CID325058,Prime Plus,Cox Town,Bellandur,203,90,null,null,No,null,384,UPI,17,5,3.6,#NAME?,
2024-07-21 19:32:00,19:32:00,CNR4436402194,Success,CID645530,Bike,Varthur,Kammanahalli,140,65,null,null,No,null,413,UPI,7,4,3.9,#NAME?,
2024-07-24 18:09:00,18:09:00,CNR1745762046,Success,CID471370,Prime SUV,Kammanahalli,Shantinagar,126,60,null,null,No,null,289,UPI,48,4.2,3.1,#NAME?,
2024-07-15 12:52:00,12:52:00,CNR8976430486,Success,CID707549,Prime Plus,Hosur Road,Chamarajpet,42,115,null,null,No,null,329,UPI,8,3.8,3.9,#NAME?,
2024-07-27 21:16:00,21:16:00,CNR9072338810,Success,CID360817,Auto,Rajarajeshwari Nagar,Mysore Road,147,80,null,null,No,null,499,Cash,10,3.6,4,#NAME?,
2024-07-30 18:44:00,18:44:00,CNR7356149851,Canceled by Driver,CID399422,Bike,Shantinagar,Sarjapur Road,null,null,null,Customer was coughing/sick,null,null,365,null,0,null,null,#NAME?,
2024-07-06 20:03:00,20:03:00,CNR5423666124,Canceled by Driver,CID259785,Auto,Chickpet,Hennur,null,null,null,Personal & Car related issue,null,null,445,null,0,null,null,#NAME?,
2024-07-15 8:44:00,08:44:00,CNR3889031413,Canceled by Customer,CID638657,Prime Plus,Indiranagar,Magadi Road,null,null,Driver asked to cancel,null,null,null,262,null,0,null,null,#NAME?,
2024-07-17 15:49:00,15:49:00,CNR6409143456,Success,CID874167,Prime Plus,Bannerghatta Road,Rajajinagar,161,115,null,null,No,null,226,Cash,6,4.8,3.6,#NAME?,
2024-07-27 0:26:00,00:26:00,CNR3794590146,Success,CID143789,Prime Sedan,Shantinagar,Magadi Road,133,85,null,null,Yes,Vehicle Breakdown,163,Cash,46,3.2,3.7,#NAME?,
2024-07-01 0:40:00,00:40:00,CNR9343942272,Success,CID866697,Bike,Basavanagudi,Peenya,119,95,null,null,No,null,422,Cash,11,4.9,3.3,#NAME?,
2024-07-11 21:01:00,21:01:00,CNR5460142452,Success,CID832436,Prime SUV,MG Road,Hennur,112,105,null,null,No,null,478,UPI,18,3.8,3.1,#NAME?,
2024-07-12 5:52:00,05:52:00,CNR3733683053,Canceled by Driver,CID174100,eBike,BTM Layout,Banashankari,null,null,null,Customer was coughing/sick,null,null,292,null,0,null,null,#NAME?,
2024-07-02 21:21:00,21:21:00,CNR9477338620,Success,CID120821,Prime Plus,Sarjapur Road,Electronic City,56,115,null,null,No,null,348,Cash,45,3.5,4.8,#NAME?,
2024-07-08 4:17:00,04:17:00,CNR6523186710,Canceled by Driver,CID324214,Bike,Nagarbhavi,MG Road,null,null,null,More than permitted people in there,null,null,116,null,0,null,null,#NAME?,
2024-07-30 5:59:00,05:59:00,CNR1598863104,Canceled by Customer,CID162507,Prime Plus,Ramamurthy Nagar,Langford Town,null,null,Driver is not moving towards pickup location,null,null,null,399,null,0,null,null,#NAME?,
2024-07-30 10:46:00,10:46:00,CNR7392238827,Success,CID847985,Prime Plus,Tumkur Road,Hebbal,273,60,null,null,No,null,441,UPI,20,3.2,5,#NAME?,
2024-07-22 2:56:00,02:56:00,CNR1550122759,Canceled by Driver,CID425386,Prime SUV,Richmond Town,Electronic City,null,null,null,Customer related issue,null,null,138,null,0,null,null,#NAME?,
2024-07-11 4:43:00,04:43:00,CNR8103247549,Driver Not Found,CID660176,Mini,Kadugodi,JP Nagar,null,null,null,null,null,null,936,null,0,null,null,#NAME?,
2024-07-12 3:51:00,03:51:00,CNR4122186158,Success,CID452723,Prime SUV,Ramamurthy Nagar,RT Nagar,119,110,null,null,No,null,1065,Cash,39,3.5,3.3,#NAME?,
2024-07-01 21:43:00,21:43:00,CNR1151027971,Success,CID892771,eBike,Indiranagar,JP Nagar,252,55,null,null,No,null,128,Cash,36,3.4,4.2,#NAME?,
2024-07-04 23:01:00,23:01:00,CNR2023079510,Canceled by Customer,CID329301,Prime Sedan,Devanahalli,Banashankari,null,null,Change of plans,null,null,null,450,null,0,null,null,#NAME?,
2024-07-08 4:02:00,04:02:00,CNR8867637331,Success,CID849572,Mini,KR Puram,Rajajinagar,161,90,null,null,No,null,147,Cash,18,3.5,4.8,#NAME?,
2024-07-08 18:02:00,18:02:00,CNR9146601538,Canceled by Customer,CID871728,Prime Plus,Yeshwanthpur,Koramangala,null,null,Driver is not moving towards pickup location,null,null,null,575,null,0,null,null,#NAME?,
2024-07-11 19:43:00,19:43:00,CNR1448986122,Success,CID964102,Mini,Bellandur,Yeshwanthpur,35,30,null,null,No,null,154,Cash,48,4.2,3.6,#NAME?,
2024-07-08 2:05:00,02:05:00,CNR8122905405,Success,CID513429,Prime Plus,Ramamurthy Nagar,Malleshwaram,119,70,null,null,No,null,265,Cash,20,3.3,4.9,#NAME?,
2024-07-07 19:54:00,19:54:00,CNR6661271772,Canceled by Driver,CID824953,Prime SUV,Sahakar Nagar,Yelahanka,null,null,null,Customer related issue,null,null,276,null,0,null,null,#NAME?,
2024-07-22 16:17:00,16:17:00,CNR6054367589,Success,CID210113,Bike,HSR Layout,Majestic,140,60,null,null,No,null,137,Cash,27,3.6,3.3,#NAME?,
2024-07-02 7:32:00,07:32:00,CNR4242179199,Success,CID458874,Auto,Nagarbhavi,Rajarajeshwari Nagar,63,75,null,null,No,null,406,Credit Card,18,3.9,3.5,#NAME?,
2024-07-16 21:13:00,21:13:00,CNR5471114931,Success,CID798562,eBike,Ramamurthy Nagar,Rajajinagar,56,60,null,null,No,null,516,Cash,20,3.1,3.4,#NAME?,
2024-07-24 0:49:00,00:49:00,CNR4628354537,Canceled by Customer,CID848643,Bike,Chickpet,Devanahalli,null,null,AC is Not working,null,null,null,857,null,0,null,null,#NAME?,
2024-07-18 12:24:00,12:24:00,CNR5511334089,Success,CID734358,Prime Plus,JP Nagar,Sarjapur Road,168,30,null,null,No,null,527,Cash,5,3.5,4.9,#NAME?,
2024-07-08 4:42:00,04:42:00,CNR1178798095,Success,CID318433,Prime Plus,KR Puram,Sarjapur Road,210,145,null,null,No,null,450,UPI,48,3.3,4,#NAME?,
2024-07-07 8:24:00,08:24:00,CNR5501915065,Success,CID881252,Prime Plus,Shivajinagar,Richmond Town,119,110,null,null,No,null,336,Cash,8,4.9,3.8,#NAME?,
2024-07-19 12:22:00,12:22:00,CNR5905404657,Canceled by Customer,CID404410,Prime Sedan,Chickpet,Banashankari,null,null,Driver is not moving towards pickup location,null,null,null,447,null,0,null,null,#NAME?,
2024-07-18 2:41:00,02:41:00,CNR6473540143,Driver Not Found,CID681428,Prime Plus,Ulsoor,Koramangala,null,null,null,null,null,null,346,null,0,null,null,#NAME?,
2024-07-24 6:08:00,06:08:00,CNR8075748133,Driver Not Found,CID234374,Bike,Yelahanka,Banashankari,null,null,null,null,null,null,368,null,0,null,null,#NAME?,
2024-07-17 13:06:00,13:06:00,CNR6598213857,Driver Not Found,CID968923,Prime Plus,Hennur,KR Puram,null,null,null,null,null,null,431,null,0,null,null,#NAME?,
2024-07-17 20:56:00,20:56:00,CNR2045684065,Canceled by Driver,CID466457,Bike,Langford Town,Hennur,null,null,null,Customer related issue,null,null,840,null,0,null,null,#NAME?,
2024-07-03 22:01:00,22:01:00,CNR2821541538,Success,CID536117,Prime SUV,Peenya,Kammanahalli,245,105,null,null,No,null,425,UPI,13,4,3.1,#NAME?,
2024-07-13 18:07:00,18:07:00,CNR8564174994,Canceled by Customer,CID172576,Mini,Vijayanagar,Rajajinagar,null,null,Driver is not moving towards pickup location,null,null,null,362,null,0,null,null,#NAME?,
2024-07-22 4:45:00,04:45:00,CNR7315989506,Canceled by Driver,CID870382,Bike,Sahakar Nagar,Rajajinagar,null,null,null,Personal & Car related issue,null,null,273,null,0,null,null,#NAME?,
2024-07-22 12:04:00,12:04:00,CNR9511112238,Success,CID502388,Prime SUV,Hosur Road,Ulsoor,308,80,null,null,No,null,239,UPI,14,4.9,4.6,#NAME?,
2024-07-17 5:30:00,05:30:00,CNR8567796564,Success,CID783047,Prime SUV,Frazer Town,Tumkur Road,301,110,null,null,No,null,407,UPI,30,3.2,3.4,#NAME?,
2024-07-12 1:30:00,01:30:00,CNR9468825524,Canceled by Customer,CID894811,eBike,Yelahanka,Varthur,null,null,Driver asked to cancel,null,null,null,446,null,0,null,null,#NAME?,
2024-07-14 16:05:00,16:05:00,CNR5122879775,Driver Not Found,CID770266,Prime Sedan,Indiranagar,Jayanagar,null,null,null,null,null,null,257,null,0,null,null,#NAME?,
2024-07-14 3:51:00,03:51:00,CNR6510852011,Success,CID428118,Auto,Padmanabhanagar,Cox Town,301,115,null,null,No,null,694,UPI,17,3.6,3.3,#NAME?,
2024-07-24 13:48:00,13:48:00,CNR6926284343,Success,CID347438,eBike,Banashankari,Shivajinagar,210,85,null,null,No,null,239,Cash,29,3.7,3.4,#NAME?,
2024-07-23 17:32:00,17:32:00,CNR6689148806,Success,CID301043,Auto,Kammanahalli,Basavanagudi,203,115,null,null,No,null,869,Cash,13,3.4,3.1,#NAME?,
2024-07-29 14:14:00,14:14:00,CNR4703118537,Canceled by Customer,CID556554,Auto,Mysore Road,Peenya,null,null,AC is Not working,null,null,null,340,null,0,null,null,#NAME?,
2024-07-10 13:53:00,13:53:00,CNR6689176222,Success,CID458756,Prime Plus,Bellandur,Peenya,49,105,null,null,No,null,189,UPI,17,4.2,4.5,#NAME?,
2024-07-18 11:28:00,11:28:00,CNR6686132072,Success,CID320477,Bike,Rajarajeshwari Nagar,Padmanabhanagar,252,95,null,null,No,null,220,UPI,18,4.1,4.4,#NAME?,
2024-07-14 5:11:00,05:11:00,CNR3566331201,Canceled by Driver,CID947141,eBike,Frazer Town,Whitefield,null,null,null,Personal & Car related issue,null,null,374,null,0,null,null,#NAME?,
2024-07-17 19:06:00,19:06:00,CNR5893015320,Success,CID160284,Bike,BTM Layout,Varthur,280,60,null,null,No,null,188,UPI,13,4.7,3.1,#NAME?,
2024-07-03 8:17:00,08:17:00,CNR4864090848,Success,CID367314,Prime Plus,Ramamurthy Nagar,BTM Layout,287,60,null,null,No,null,246,Cash,49,3.3,4.4,#NAME?,
2024-07-02 15:00:00,15:00:00,CNR7263564330,Success,CID845187,Prime Sedan,Banashankari,Shantinagar,98,80,null,null,No,null,944,UPI,16,3.9,3.7,#NAME?,
2024-07-16 8:47:00,08:47:00,CNR8418784633,Success,CID487995,eBike,Jayanagar,MG Road,42,120,null,null,No,null,477,Cash,14,3.4,4.5,#NAME?,
2024-07-18 16:02:00,16:02:00,CNR9051933769,Canceled by Driver,CID443002,Prime SUV,Nagarbhavi,Cox Town,null,null,null,Personal & Car related issue,null,null,119,null,0,null,null,#NAME?,
2024-07-09 3:27:00,03:27:00,CNR2831125378,Success,CID602098,Prime SUV,Kengeri,Banashankari,147,45,null,null,No,null,406,UPI,19,4.3,4.9,#NAME?,
2024-07-03 3:33:00,03:33:00,CNR6263345114,Success,CID676912,Mini,Malleshwaram,Vijayanagar,140,30,null,null,No,null,372,Cash,20,4.6,3,#NAME?,
2024-07-28 5:59:00,05:59:00,CNR1772040888,Success,CID331784,Mini,Kadugodi,Koramangala,35,80,null,null,No,null,1052,Credit Card,23,3.6,3.9,#NAME?,
2024-07-09 20:44:00,20:44:00,CNR3291482342,Success,CID803555,Prime Plus,BTM Layout,Hebbal,245,65,null,null,No,null,2274,Cash,3,4.9,4.5,#NAME?,
2024-07-01 14:04:00,14:04:00,CNR3135933596,Success,CID985448,eBike,Shivajinagar,Padmanabhanagar,56,70,null,null,No,null,705,Cash,48,3.4,4.7,#NAME?,
2024-07-26 14:24:00,14:24:00,CNR6506499298,Canceled by Driver,CID446939,Mini,KR Puram,HSR Layout,null,null,null,Customer related issue,null,null,202,null,0,null,null,#NAME?,
2024-07-20 15:15:00,15:15:00,CNR4608403057,Driver Not Found,CID642341,Bike,Sarjapur Road,JP Nagar,null,null,null,null,null,null,288,null,0,null,null,#NAME?,
2024-07-23 4:48:00,04:48:00,CNR7870451762,Canceled by Driver,CID127810,Prime Sedan,KR Puram,Rajajinagar,null,null,null,More than permitted people in there,null,null,221,null,0,null,null,#NAME?,
2024-07-22 10:44:00,10:44:00,CNR5623276160,Success,CID115668,eBike,Bellandur,Kadugodi,189,75,null,null,No,null,342,UPI,47,3.1,4.5,#NAME?,
2024-07-27 17:54:00,17:54:00,CNR1037618781,Driver Not Found,CID818676,Prime Sedan,RT Nagar,Shantinagar,null,null,null,null,null,null,2216,null,0,null,null,#NAME?,
2024-07-19 3:28:00,03:28:00,CNR8436723031,Success,CID432009,Prime SUV,Chickpet,BTM Layout,119,95,null,null,No,null,370,UPI,44,3.3,3.6,#NAME?,
2024-07-07 11:56:00,11:56:00,CNR8386100096,Success,CID871682,Prime Plus,Basavanagudi,Frazer Town,91,45,null,null,No,null,461,UPI,38,4.8,4.2,#NAME?,
2024-07-11 22:02:00,22:02:00,CNR3432461863,Success,CID751600,Prime Plus,Ramamurthy Nagar,Vijayanagar,224,85,null,null,No,null,397,UPI,1,4.2,4.8,#NAME?,
2024-07-03 19:32:00,19:32:00,CNR7154298225,Success,CID599773,Auto,Malleshwaram,HSR Layout,280,145,null,null,No,null,498,UPI,9,3.7,3.3,#NAME?,
2024-07-23 4:38:00,04:38:00,CNR7031880657,Canceled by Driver,CID582328,Mini,RT Nagar,Ulsoor,null,null,null,Customer was coughing/sick,null,null,202,null,0,null,null,#NAME?,
2024-07-05 18:03:00,18:03:00,CNR1381159207,Canceled by Customer,CID922568,Mini,Ramamurthy Nagar,JP Nagar,null,null,AC is Not working,null,null,null,2884,null,0,null,null,#NAME?,
2024-07-14 0:55:00,00:55:00,CNR8977475519,Success,CID683756,Mini,Padmanabhanagar,Jayanagar,217,30,null,null,No,null,580,UPI,29,4.4,4.5,#NAME?,
2024-07-24 22:17:00,22:17:00,CNR1119560315,Success,CID705158,eBike,Basavanagudi,JP Nagar,189,85,null,null,No,null,319,Cash,34,4.9,4.1,#NAME?,
2024-07-23 19:34:00,19:34:00,CNR3043825942,Success,CID379896,Prime Plus,Ramamurthy Nagar,Magadi Road,154,75,null,null,No,null,175,Cash,17,4.6,3.2,#NAME?,
2024-07-03 1:43:00,01:43:00,CNR7719497241,Driver Not Found,CID188699,Mini,Ramamurthy Nagar,Indiranagar,null,null,null,null,null,null,609,null,0,null,null,#NAME?,
2024-07-18 11:49:00,11:49:00,CNR5054084179,Canceled by Driver,CID925821,eBike,Yelahanka,Langford Town,null,null,null,Customer related issue,null,null,115,null,0,null,null,#NAME?,
2024-07-10 10:11:00,10:11:00,CNR9830986036,Canceled by Customer,CID165878,Mini,Malleshwaram,Varthur,null,null,Driver asked to cancel,null,null,null,399,null,0,null,null,#NAME?,
2024-07-03 14:31:00,14:31:00,CNR4483983240,Success,CID683425,Bike,Kammanahalli,Whitefield,42,50,null,null,No,null,380,UPI,5,4.2,4.4,#NAME?,
2024-07-17 10:55:00,10:55:00,CNR1979002726,Success,CID248060,Bike,Mysore Road,Langford Town,112,100,null,null,No,null,865,UPI,29,3.7,4.8,#NAME?,
2024-07-08 18:41:00,18:41:00,CNR7224992506,Success,CID990479,Auto,Hennur,Hosur Road,140,145,null,null,No,null,172,Cash,18,4.6,3.4,#NAME?,
2024-07-20 20:01:00,20:01:00,CNR4044413957,Success,CID217226,Prime Sedan,Malleshwaram,Rajarajeshwari Nagar,133,80,null,null,No,null,842,Cash,33,3.2,3.6,#NAME?,
2024-07-06 14:12:00,14:12:00,CNR6773617488,Success,CID903619,Prime Sedan,Sahakar Nagar,Rajarajeshwari Nagar,154,75,null,null,No,null,361,UPI,10,4.3,4.1,#NAME?,
2024-07-30 21:14:00,21:14:00,CNR3257627903,Success,CID466840,Prime Sedan,Vijayanagar,Kengeri,42,30,null,null,No,null,775,Cash,46,4.1,3.7,#NAME?,
2024-07-25 2:52:00,02:52:00,CNR9596979795,Success,CID877791,eBike,Kammanahalli,Malleshwaram,287,95,null,null,No,null,412,Cash,9,3.9,3.2,#NAME?,
2024-07-24 10:05:00,10:05:00,CNR3556598563,Success,CID621838,Mini,Banashankari,Marathahalli,273,90,null,null,No,null,310,Cash,2,4.1,3.1,#NAME?,
2024-07-11 23:40:00,23:40:00,CNR1927314908,Success,CID407901,Bike,Shantinagar,Hulimavu,77,95,null,null,No,null,156,Cash,49,3.5,4.5,#NAME?,
2024-07-18 20:10:00,20:10:00,CNR6102449527,Driver Not Found,CID432807,Prime SUV,Jayanagar,Ramamurthy Nagar,null,null,null,null,null,null,131,null,0,null,null,#NAME?,
2024-07-27 11:27:00,11:27:00,CNR3791559999,Success,CID956938,eBike,Nagarbhavi,BTM Layout,112,145,null,null,No,null,254,Cash,28,3.4,3.8,#NAME?,
2024-07-23 22:44:00,22:44:00,CNR7113249304,Canceled by Customer,CID864346,Prime Sedan,Rajarajeshwari Nagar,Cox Town,null,null,Change of plans,null,null,null,725,null,0,null,null,#NAME?,
2024-07-18 19:28:00,19:28:00,CNR6044034611,Success,CID189157,Prime Sedan,Chamarajpet,Peenya,217,60,null,null,No,null,365,Cash,2,4.6,4.9,#NAME?,
2024-07-13 18:49:00,18:49:00,CNR2962911761,Success,CID747120,Prime Sedan,Shivajinagar,Shivajinagar,217,95,null,null,No,null,477,UPI,18,3.3,3.6,#NAME?,
2024-07-29 0:43:00,00:43:00,CNR1380781592,Canceled by Customer,CID871348,Prime Plus,Langford Town,Majestic,null,null,Driver asked to cancel,null,null,null,874,null,0,null,null,#NAME?,
2024-07-01 6:10:00,06:10:00,CNR6131133867,Success,CID902866,Prime Sedan,Whitefield,Indiranagar,273,25,null,null,No,null,1475,Cash,9,3.8,4.1,#NAME?,
2024-07-13 2:24:00,02:24:00,CNR6457417010,Canceled by Driver,CID617771,Prime SUV,Whitefield,Langford Town,null,null,null,Customer was coughing/sick,null,null,264,null,0,null,null,#NAME?,
2024-07-29 10:06:00,10:06:00,CNR6925911273,Success,CID581414,Prime Sedan,Peenya,Tumkur Road,203,140,null,null,Yes,Customer Demand,847,Cash,31,4.7,4.2,#NAME?,
2024-07-01 19:24:00,19:24:00,CNR7048343040,Canceled by Driver,CID933862,Mini,Indiranagar,Bannerghatta Road,null,null,null,More than permitted people in there,null,null,368,null,0,null,null,#NAME?,
2024-07-23 20:34:00,20:34:00,CNR6610077180,Canceled by Driver,CID336078,Mini,Langford Town,Chickpet,null,null,null,More than permitted people in there,null,null,363,null,0,null,null,#NAME?,
2024-07-14 23:21:00,23:21:00,CNR8058735925,Canceled by Driver,CID901018,Prime Plus,Devanahalli,Tumkur Road,null,null,null,Customer related issue,null,null,593,null,0,null,null,#NAME?,
2024-07-28 22:12:00,22:12:00,CNR6953017538,Success,CID760989,Prime Sedan,Kammanahalli,Devanahalli,280,50,null,null,No,null,819,Cash,21,4.2,4.6,#NAME?,
2024-07-20 1:44:00,01:44:00,CNR1328779674,Canceled by Driver,CID811475,Bike,HSR Layout,Langford Town,null,null,null,Personal & Car related issue,null,null,395,null,0,null,null,#NAME?,
2024-07-29 2:14:00,02:14:00,CNR8769302094,Canceled by Driver,CID645490,Auto,Whitefield,Jayanagar,null,null,null,More than permitted people in there,null,null,386,null,0,null,null,#NAME?,
2024-07-05 18:22:00,18:22:00,CNR7552880328,Driver Not Found,CID438779,Prime Sedan,Banashankari,Electronic City,null,null,null,null,null,null,987,null,0,null,null,#NAME?,
2024-07-25 14:19:00,14:19:00,CNR7225279320,Driver Not Found,CID599044,Mini,Koramangala,Bannerghatta Road,null,null,null,null,null,null,116,null,0,null,null,#NAME?,
2024-07-29 17:57:00,17:57:00,CNR5675976612,Success,CID423702,Bike,Padmanabhanagar,Hulimavu,161,25,null,null,Yes,Customer Demand,367,UPI,9,4.9,4,#NAME?,
2024-07-17 10:28:00,10:28:00,CNR1567544100,Canceled by Customer,CID800136,eBike,Banashankari,Hosur Road,null,null,Driver is not moving towards pickup location,null,null,null,106,null,0,null,null,#NAME?,
2024-07-27 4:01:00,04:01:00,CNR5390327053,Driver Not Found,CID973720,Prime Sedan,Majestic,Bannerghatta Road,null,null,null,null,null,null,1426,null,0,null,null,#NAME?,
2024-07-14 14:08:00,14:08:00,CNR8922855835,Success,CID495845,Prime SUV,Hulimavu,Hennur,266,25,null,null,No,null,2065,UPI,44,4.5,4.6,#NAME?,
2024-07-14 22:32:00,22:32:00,CNR9505578114,Success,CID719555,Mini,Ulsoor,Yelahanka,63,25,null,null,No,null,510,Cash,49,3.8,3,#NAME?,
2024-07-14 19:01:00,19:01:00,CNR5815320466,Success,CID370043,Prime Sedan,Hosur Road,Varthur,91,100,null,null,No,null,169,Cash,45,4.8,4.2,#NAME?,
2024-07-18 16:48:00,16:48:00,CNR6158020447,Canceled by Driver,CID696473,Prime Sedan,Rajarajeshwari Nagar,Kadugodi,null,null,null,Personal & Car related issue,null,null,150,null,0,null,null,#NAME?,
2024-07-01 13:12:00,13:12:00,CNR2127339611,Success,CID572340,Auto,Peenya,MG Road,294,130,null,null,No,null,420,UPI,1,3.7,3.2,#NAME?,
2024-07-07 9:51:00,09:51:00,CNR3122996216,Canceled by Driver,CID393236,Mini,Devanahalli,Devanahalli,null,null,null,Personal & Car related issue,null,null,419,null,0,null,null,#NAME?,
2024-07-04 6:51:00,06:51:00,CNR7459445541,Canceled by Driver,CID376509,Prime SUV,Malleshwaram,Cox Town,null,null,null,Personal & Car related issue,null,null,706,null,0,null,null,#NAME?,
2024-07-22 3:41:00,03:41:00,CNR6381099250,Success,CID774968,Auto,Bannerghatta Road,Nagarbhavi,84,105,null,null,No,null,296,UPI,6,3.5,3.1,#NAME?,
2024-07-19 18:05:00,18:05:00,CNR1669551196,Success,CID875782,eBike,Shivajinagar,HSR Layout,70,35,null,null,No,null,1475,UPI,3,3.6,3.6,#NAME?,
2024-07-03 23:10:00,23:10:00,CNR9076402989,Success,CID203098,eBike,Koramangala,Rajarajeshwari Nagar,280,40,null,null,No,null,366,UPI,30,3.7,3.3,#NAME?,
2024-07-17 6:39:00,06:39:00,CNR3549572530,Success,CID676577,Prime Plus,Banashankari,Magadi Road,35,95,null,null,No,null,205,Cash,47,3.9,4.7,#NAME?,
2024-07-22 23:01:00,23:01:00,CNR7700989999,Success,CID572280,Prime Plus,MG Road,Richmond Town,91,85,null,null,No,null,1216,Cash,25,4.2,4.7,#NAME?,
2024-07-14 19:25:00,19:25:00,CNR5695961363,Success,CID775499,Prime SUV,Cox Town,Malleshwaram,294,140,null,null,No,null,174,Credit Card,4,4.6,3.5,#NAME?,
2024-07-29 7:05:00,07:05:00,CNR6737742473,Success,CID698339,eBike,Hosur Road,Sarjapur Road,224,115,null,null,Yes,Other Issue,578,Cash,37,4,3.6,#NAME?,
2024-07-11 10:43:00,10:43:00,CNR1445991992,Success,CID669472,Prime Sedan,Nagarbhavi,BTM Layout,91,90,null,null,Yes,Customer Demand,200,UPI,6,3.3,3.5,#NAME?,
2024-07-21 3:43:00,03:43:00,CNR3770501819,Success,CID464488,Prime Sedan,Indiranagar,Sahakar Nagar,105,140,null,null,No,null,796,Cash,21,4.3,3.3,#NAME?,
2024-07-07 15:33:00,15:33:00,CNR9484866168,Success,CID627412,eBike,Hebbal,Majestic,217,140,null,null,No,null,156,Cash,32,3.9,3.9,#NAME?,
2024-07-09 22:44:00,22:44:00,CNR9199396944,Canceled by Customer,CID763797,Prime Plus,Tumkur Road,Banashankari,null,null,Driver asked to cancel,null,null,null,352,null,0,null,null,#NAME?,
2024-07-27 12:36:00,12:36:00,CNR8938322445,Success,CID971990,Mini,Richmond Town,Kadugodi,259,95,null,null,No,null,2779,UPI,28,4.6,3.9,#NAME?,
2024-07-10 0:35:00,00:35:00,CNR1468037758,Success,CID810644,Prime SUV,Peenya,Mysore Road,161,75,null,null,No,null,200,Cash,30,4.8,3.6,#NAME?,
2024-07-28 15:09:00,15:09:00,CNR5191001392,Success,CID399981,eBike,Yeshwanthpur,RT Nagar,287,135,null,null,No,null,428,UPI,34,4,3,#NAME?,
2024-07-23 5:54:00,05:54:00,CNR1137218554,Canceled by Customer,CID145916,Prime SUV,Whitefield,Ulsoor,null,null,Driver asked to cancel,null,null,null,544,null,0,null,null,#NAME?,
2024-07-02 6:21:00,06:21:00,CNR2982724254,Success,CID667085,eBike,Langford Town,Cox Town,168,105,null,null,No,null,105,UPI,42,3.8,3.1,#NAME?,
2024-07-14 12:19:00,12:19:00,CNR3560291391,Success,CID785001,Prime Sedan,Shivajinagar,Nagarbhavi,217,70,null,null,No,null,373,Cash,7,3.4,4.2,#NAME?,
2024-07-16 15:28:00,15:28:00,CNR4491159991,Success,CID825180,Prime Sedan,Hennur,Malleshwaram,273,70,null,null,Yes,Vehicle Breakdown,223,Cash,33,3.3,3.9,#NAME?,
2024-07-02 1:18:00,01:18:00,CNR7871502817,Success,CID123034,Prime Plus,Majestic,Banashankari,294,40,null,null,No,null,133,Cash,24,4.1,3.3,#NAME?,
2024-07-29 22:09:00,22:09:00,CNR9157828111,Canceled by Customer,CID849286,Prime Plus,Yeshwanthpur,Kadugodi,null,null,Driver asked to cancel,null,null,null,1384,null,0,null,null,#NAME?,
2024-07-05 12:37:00,12:37:00,CNR2983262711,Canceled by Customer,CID239043,eBike,Malleshwaram,Rajarajeshwari Nagar,null,null,Driver is not moving towards pickup location,null,null,null,857,null,0,null,null,#NAME?,
2024-07-20 12:44:00,12:44:00,CNR1276199108,Canceled by Driver,CID253681,Auto,Jayanagar,Vijayanagar,null,null,null,Customer was coughing/sick,null,null,724,null,0,null,null,#NAME?,
2024-07-05 16:43:00,16:43:00,CNR3675908140,Success,CID661735,Auto,Frazer Town,Kengeri,259,125,null,null,Yes,Customer Demand,123,Cash,14,4.3,4.6,#NAME?,
2024-07-16 11:29:00,11:29:00,CNR9964646405,Success,CID550469,Auto,Yelahanka,Whitefield,217,120,null,null,No,null,1526,Cash,16,4.8,3.5,#NAME?,
2024-07-08 10:51:00,10:51:00,CNR5637617151,Canceled by Driver,CID550655,Prime SUV,Bellandur,Yelahanka,null,null,null,Customer related issue,null,null,448,null,0,null,null,#NAME?,
2024-07-12 10:38:00,10:38:00,CNR9388660278,Success,CID972169,Mini,Bellandur,Malleshwaram,245,130,null,null,No,null,211,Cash,48,4.9,3.9,#NAME?,
2024-07-20 22:21:00,22:21:00,CNR8789505531,Canceled by Driver,CID105125,Prime SUV,Bannerghatta Road,Magadi Road,null,null,null,More than permitted people in there,null,null,323,null,0,null,null,#NAME?,
2024-07-04 11:20:00,11:20:00,CNR5211414908,Success,CID408958,Prime Sedan,MG Road,Hulimavu,175,80,null,null,No,null,212,Cash,47,4.4,3.8,#NAME?,
2024-07-04 8:31:00,08:31:00,CNR4695975911,Canceled by Driver,CID833556,Mini,Cox Town,Jayanagar,null,null,null,Personal & Car related issue,null,null,595,null,0,null,null,#NAME?,
2024-07-26 13:49:00,13:49:00,CNR2737795320,Canceled by Driver,CID732635,Prime Sedan,Hulimavu,Electronic City,null,null,null,Personal & Car related issue,null,null,403,null,0,null,null,#NAME?,
2024-07-06 4:30:00,04:30:00,CNR8948362132,Success,CID637256,Bike,Hennur,Richmond Town,189,100,null,null,No,null,332,UPI,2,3.3,4.9,#NAME?,
2024-07-08 7:54:00,07:54:00,CNR6413249850,Success,CID565630,Prime Plus,Indiranagar,Mysore Road,196,60,null,null,No,null,740,Cash,41,4.5,4.5,#NAME?,
