Booking_ID,Booking_Date,Booking_Time,City,Vehicle_Type,Ride_Status,Pickup_Location,Drop_Location,Distance_KM,Trip_Duration_Min,Fare_Amount_INR,Surge_Multiplier,Payment_Method,Customer_Rating,Driver_Rating,Driver_ID,Customer_ID,Month,Day_of_Week,Hour,Revenue_Status
UBR102755,2025-11-04,14:38:00,Bengaluru,Uber Go,Completed,Indiranagar,Whitefield,1.0,8,89.77,1.0,Credit Card,4.3,4.2,DRV6003,CUS16712,November,Tuesday,14,Revenue
UBR102756,2025-08-02,15:41:00,Chennai,Uber Go,Completed,Velachery,Anna Nagar,7.73,38,182.88,1.0,Cash,3.6,3.7,DRV5485,CUS19258,August,Saturday,15,Revenue
UBR102757,2025-06-07,13:28:00,Ghaziabad,Uber XL,Cancelled by Customer,Kaushambi,Crossings Republik,11.32,0,0.0,1.0,UPI,,,DRV8550,CUS79472,June,Saturday,13,No Revenue
UBR102758,2025-10-29,12:15:00,Jaipur,Uber Go,Completed,Jagatpura,Malviya Nagar,6.7,31,161.83,1.0,Debit Card,3.9,4.1,DRV2963,CUS67433,October,Wednesday,12,Revenue
UBR102759,2025-07-23,15:02:00,Delhi,Uber Go,Cancelled by Customer,Rohini,Saket,8.55,0,0.0,1.0,Credit Card,,,DRV7367,CUS30897,July,Wednesday,15,No Revenue
UBR102760,2025-05-29,15:35:00,Mumbai,Uber Go,Completed,Powai,Borivali,6.29,44,156.88,1.0,UPI,3.8,3.9,DRV1055,CUS10924,May,Thursday,15,Revenue
UBR102761,2025-03-16,18:59:00,Delhi,Uber Moto,Completed,Rohini,Karol Bagh,13.61,79,152.09,1.0,Debit Card,3.4,3.9,DRV6697,CUS93138,March,Sunday,18,Revenue
UBR102762,2025-08-17,18:03:00,Pune,Uber Go,Completed,Baner,Kothrud,8.38,46,177.12,1.0,UPI,3.1,4.5,DRV3334,CUS56594,August,Sunday,18,Revenue
UBR102763,2025-10-31,12:35:00,Hyderabad,Uber Premier,Completed,Madhapur,Secunderabad,16.88,86,652.8,1.5,Credit Card,5.0,4.0,DRV1038,CUS18734,October,Friday,12,Revenue
UBR102764,2025-03-03,13:15:00,Mumbai,Uber Auto,Completed,Bandra,Borivali,9.48,63,112.98,1.0,UPI,4.3,4.2,DRV6092,CUS34945,March,Monday,13,Revenue
UBR102765,2025-02-27,12:40:00,Dehradun,Uber Auto,Cancelled by Driver,Sahastradhara,Sahastradhara,16.53,0,0.0,2.0,UPI,,,DRV7095,CUS30019,February,Thursday,12,No Revenue
UBR102766,2025-10-01,15:05:00,Chennai,Uber Go,Completed,T Nagar,Velachery,15.79,61,273.42,1.0,Credit Card,4.6,5.0,DRV7490,CUS23522,October,Wednesday,15,Revenue
UBR102767,2025-04-18,14:41:00,Bengaluru,Uber Auto,Completed,Whitefield,Whitefield,10.58,45,214.71,1.2,Debit Card,3.9,4.6,DRV3000,CUS43991,April,Friday,14,Revenue
UBR102768,2025-07-06,21:56:00,Chennai,Uber Auto,Cancelled by Driver,Anna Nagar,Velachery,21.32,0,0.0,1.0,UPI,,,DRV4641,CUS29097,July,Sunday,21,No Revenue
UBR102769,2025-08-17,18:27:00,Pune,Uber Go,Completed,Kothrud,Viman Nagar,21.17,118,463.62,1.2,Cash,4.2,4.6,DRV9645,CUS26909,August,Sunday,18,Revenue
UBR102770,2025-02-17,21:35:00,Delhi,Uber Go,Completed,Karol Bagh,Rohini,20.52,93,318.27,1.0,UPI,4.3,3.9,DRV4956,CUS77544,February,Monday,21,Revenue
UBR102771,2025-11-15,18:22:00,Bengaluru,Uber Moto,Completed,Electronic City,Indiranagar,13.19,70,149.96,1.0,Cash,4.2,4.4,DRV7549,CUS60242,November,Saturday,18,Revenue
UBR102772,2025-09-25,22:11:00,Lucknow,Uber Go,Cancelled by Driver,Charbagh,Indira Nagar,3.08,0,0.0,1.0,UPI,,,DRV3405,CUS30548,September,Thursday,22,No Revenue
UBR102773,2025-08-03,17:41:00,Chennai,Uber Go,Completed,Adyar,T Nagar,13.31,58,246.54,1.0,UPI,4.3,4.8,DRV3854,CUS87390,August,Sunday,17,Revenue
UBR102774,2025-10-17,22:30:00,Kolkata,Uber Auto,Cancelled by Customer,Salt Lake,Park Street,11.85,0,0.0,1.0,UPI,,,DRV6338,CUS22224,October,Friday,22,No Revenue
UBR102775,2025-09-11,08:11:00,Hyderabad,Uber Go,Completed,Banjara Hills,Gachibowli,11.4,54,225.77,1.0,UPI,4.9,3.6,DRV7135,CUS25788,September,Thursday,8,Revenue
UBR102776,2025-12-24,05:59:00,Delhi,Uber Auto,Completed,Saket,Connaught Place,6.23,23,87.71,1.0,Cash,4.8,4.0,DRV5019,CUS75828,December,Wednesday,5,Revenue
UBR102777,2025-03-28,16:31:00,Mumbai,Uber Auto,Completed,Dadar,Andheri,12.06,51,207.72,1.2,UPI,4.4,4.2,DRV9617,CUS11654,March,Friday,16,Revenue
UBR102778,2025-06-30,23:24:00,Hyderabad,Uber Go,Completed,Madhapur,Madhapur,8.85,31,144.75,1.0,UPI,4.8,4.3,DRV1466,CUS52375,June,Monday,23,Revenue
UBR102779,2025-01-25,13:57:00,Mumbai,Uber Go,Completed,Borivali,Andheri,9.52,44,185.55,1.0,UPI,4.1,4.5,DRV3762,CUS74236,January,Saturday,13,Revenue
UBR102780,2025-08-10,09:50:00,Delhi,Uber Go,Completed,Rohini,Dwarka,7.27,32,182.57,1.2,UPI,3.6,3.8,DRV7866,CUS10984,August,Sunday,9,Revenue
UBR102781,2025-02-18,15:28:00,Noida,Uber Auto,Cancelled by Customer,Botanical Garden,Sector 62,8.51,0,0.0,1.0,Credit Card,,,DRV2992,CUS25445,February,Tuesday,15,No Revenue
UBR102782,2025-11-30,17:18:00,Dehradun,Uber XL,Completed,Rajpur Road,ISBT,13.41,79,446.28,1.0,Credit Card,4.9,4.5,DRV6617,CUS40931,November,Sunday,17,Revenue
UBR102783,2025-06-24,11:21:00,Lucknow,Uber Auto,Cancelled by Driver,Indira Nagar,Hazratganj,8.0,0,0.0,1.0,UPI,,,DRV8718,CUS21620,June,Tuesday,11,No Revenue
UBR102784,2025-11-07,18:23:00,Noida,Uber Moto,Completed,Botanical Garden,Sector 137,4.71,27,67.59,1.0,UPI,4.0,4.5,DRV9081,CUS88112,November,Friday,18,Revenue
UBR102785,2025-10-01,23:32:00,Bengaluru,Uber Moto,Completed,Koramangala,HSR Layout,3.32,29,70.14,1.0,UPI,4.4,3.7,DRV3439,CUS77954,October,Wednesday,23,Revenue
UBR102786,2025-02-04,21:35:00,Dehradun,Uber Premier,Completed,Rajpur Road,Prem Nagar,21.61,106,558.84,1.0,UPI,3.8,4.5,DRV7922,CUS89612,February,Tuesday,21,Revenue
UBR102787,2025-08-05,10:44:00,Mumbai,Uber Moto,Completed,Bandra,Bandra,25.48,89,232.55,1.0,UPI,4.6,4.4,DRV7407,CUS40749,August,Tuesday,10,Revenue
UBR102788,2025-07-28,11:39:00,Dehradun,Uber Go,Completed,Rajpur Road,Prem Nagar,4.63,17,109.58,1.0,UPI,4.1,5.0,DRV4171,CUS67113,July,Monday,11,Revenue
UBR102789,2025-06-09,12:53:00,Dehradun,Uber Go,Completed,Sahastradhara,Sahastradhara,11.68,64,248.64,1.0,UPI,3.4,4.2,DRV8030,CUS84563,June,Monday,12,Revenue
UBR102790,2025-01-07,13:45:00,Jaipur,Uber XL,Completed,Mansarovar,C Scheme,16.21,58,728.82,1.5,UPI,4.1,4.2,DRV5216,CUS52141,January,Tuesday,13,Revenue
UBR102791,2025-09-26,07:15:00,Dehradun,Uber Auto,Completed,Prem Nagar,Prem Nagar,6.09,32,97.24,1.2,UPI,4.3,4.5,DRV1640,CUS12851,September,Friday,7,Revenue
UBR102792,2025-05-06,19:01:00,Kolkata,Uber Go,Cancelled by Driver,Howrah,Park Street,10.39,0,0.0,1.0,Wallet,,,DRV2447,CUS66360,May,Tuesday,19,No Revenue
UBR102793,2025-11-21,12:07:00,Bengaluru,Uber Go,Completed,Electronic City,HSR Layout,7.77,47,153.02,1.0,Debit Card,3.5,4.0,DRV8391,CUS73229,November,Friday,12,Revenue
UBR102794,2025-12-22,20:12:00,Hyderabad,Uber Go,Completed,Gachibowli,Banjara Hills,11.68,66,219.57,1.0,UPI,4.3,3.6,DRV7728,CUS55763,December,Monday,20,Revenue
UBR102795,2025-03-31,21:29:00,Kolkata,Uber XL,Completed,New Town,Salt Lake,13.05,58,395.72,1.0,UPI,4.2,4.1,DRV3246,CUS99827,March,Monday,21,Revenue
UBR102796,2025-02-11,01:00:00,Delhi,Uber Auto,Completed,Dwarka,Connaught Place,2.33,18,75.45,1.0,UPI,4.5,4.4,DRV4572,CUS33012,February,Tuesday,1,Revenue
UBR102797,2025-12-31,23:11:00,Pune,Uber Moto,Completed,Hinjewadi,Baner,18.18,66,410.5,2.0,UPI,5.0,4.7,DRV2004,CUS96378,December,Wednesday,23,Revenue
UBR102798,2025-06-08,18:48:00,Dehradun,Uber Auto,Completed,Clock Tower,ISBT,12.59,71,172.93,1.0,Credit Card,3.7,4.3,DRV5904,CUS68068,June,Sunday,18,Revenue
UBR102799,2025-07-21,15:06:00,Mumbai,Uber Go,Completed,Borivali,Powai,11.23,68,306.31,1.5,Cash,3.4,4.1,DRV8468,CUS36780,July,Monday,15,Revenue
UBR102800,2025-10-09,12:47:00,Lucknow,Uber Go,Completed,Gomti Nagar,Aliganj,15.16,54,284.12,1.0,Cash,4.3,4.7,DRV3444,CUS74269,October,Thursday,12,Revenue
UBR102801,2025-11-28,15:13:00,Ghaziabad,Uber Auto,Completed,Crossings Republik,Raj Nagar,17.23,89,222.03,1.0,Cash,4.0,4.3,DRV9369,CUS52960,November,Friday,15,Revenue
UBR102802,2025-10-15,11:41:00,Dehradun,Uber Go,Completed,Clock Tower,Sahastradhara,4.37,23,106.94,1.0,UPI,5.0,3.3,DRV6021,CUS68127,October,Wednesday,11,Revenue
UBR102803,2025-04-01,17:34:00,Dehradun,Uber Go,Completed,Prem Nagar,Clock Tower,4.82,23,119.33,1.0,Credit Card,3.4,5.0,DRV3143,CUS83506,April,Tuesday,17,Revenue
UBR102804,2025-05-05,07:27:00,Chennai,Uber Go,Cancelled by Customer,Anna Nagar,Anna Nagar,6.52,0,0.0,1.2,UPI,,,DRV4283,CUS46573,May,Monday,7,No Revenue
UBR102805,2025-05-06,17:11:00,Dehradun,Uber Premier,Completed,Sahastradhara,Sahastradhara,16.87,84,418.15,1.0,UPI,3.9,4.4,DRV4854,CUS47786,May,Tuesday,17,Revenue
UBR102806,2025-02-21,10:39:00,Lucknow,Uber Go,Completed,Hazratganj,Aliganj,3.29,19,118.29,1.0,UPI,4.0,3.9,DRV7498,CUS87119,February,Friday,10,Revenue
UBR102807,2025-04-13,01:47:00,Mumbai,Uber Auto,Completed,Borivali,Andheri,1.3,16,65.09,1.0,Cash,4.2,4.2,DRV5815,CUS99741,April,Sunday,1,Revenue
UBR102808,2025-12-27,16:56:00,Chennai,Uber Premier,Completed,Guindy,T Nagar,10.86,44,315.23,1.0,Cash,4.1,4.3,DRV3349,CUS77140,December,Saturday,16,Revenue
UBR102809,2025-07-06,16:23:00,Jaipur,Uber Go,Cancelled by Driver,Vaishali Nagar,Jagatpura,12.51,0,0.0,1.0,Debit Card,,,DRV3529,CUS51496,July,Sunday,16,No Revenue
UBR102810,2025-07-24,13:00:00,Bengaluru,Uber Go,Completed,Whitefield,Koramangala,11.68,44,231.06,1.0,UPI,4.6,3.6,DRV6094,CUS16214,July,Thursday,13,Revenue
UBR102811,2025-01-14,06:16:00,Pune,Uber XL,Completed,Hinjewadi,Hinjewadi,8.54,35,336.16,1.0,UPI,4.3,4.1,DRV6756,CUS43804,January,Tuesday,6,Revenue
UBR102812,2025-04-14,21:37:00,Pune,Uber Moto,Completed,Hadapsar,Hinjewadi,38.17,139,370.11,1.0,Credit Card,3.7,4.6,DRV8929,CUS50398,April,Monday,21,Revenue
UBR102813,2025-04-27,17:27:00,Mumbai,Uber Premier,Completed,Bandra,Andheri,6.3,40,238.6,1.0,Cash,3.4,4.3,DRV1045,CUS44635,April,Sunday,17,Revenue
UBR102814,2025-10-31,07:32:00,Kolkata,Uber Go,Cancelled by Customer,New Town,Salt Lake,2.58,0,0.0,1.0,Debit Card,,,DRV1712,CUS91478,October,Friday,7,No Revenue
UBR102815,2025-04-03,15:23:00,Lucknow,Uber XL,Completed,Charbagh,Aliganj,2.57,22,188.7,1.0,Credit Card,4.2,4.2,DRV9600,CUS43698,April,Thursday,15,Revenue
UBR102816,2025-05-24,15:46:00,Chennai,Uber Go,Completed,Velachery,Guindy,5.77,35,131.69,1.0,Cash,3.7,3.8,DRV7272,CUS59382,May,Saturday,15,Revenue
UBR102817,2025-04-20,05:44:00,Delhi,Uber XL,Cancelled by Customer,Karol Bagh,Karol Bagh,7.03,0,0.0,1.0,Cash,,,DRV7994,CUS61062,April,Sunday,5,No Revenue
UBR102818,2025-06-12,17:05:00,Delhi,Uber XL,Completed,Karol Bagh,Dwarka,6.18,37,252.02,1.0,Cash,4.2,3.8,DRV9458,CUS18953,June,Thursday,17,Revenue
UBR102819,2025-02-22,19:20:00,Hyderabad,Uber Auto,Completed,Hitech City,Madhapur,7.1,26,120.01,1.2,UPI,3.7,4.4,DRV4374,CUS17661,February,Saturday,19,Revenue
UBR102820,2025-01-03,18:44:00,Ghaziabad,Uber Moto,No Driver Found,Kaushambi,Raj Nagar,16.03,0,0.0,1.0,UPI,,,DRV7659,CUS64735,January,Friday,18,No Revenue
UBR102821,2025-03-09,09:53:00,Mumbai,Uber Premier,Completed,Andheri,Borivali,17.5,73,434.47,1.0,Cash,3.8,4.3,DRV1395,CUS94073,March,Sunday,9,Revenue
UBR102822,2025-09-03,20:03:00,Pune,Uber Go,Completed,Hinjewadi,Kothrud,29.5,125,471.38,1.0,UPI,4.1,3.7,DRV1503,CUS28765,September,Wednesday,20,Revenue
UBR102823,2025-05-18,11:32:00,Mumbai,Uber Auto,Completed,Andheri,Dadar,10.84,51,157.2,1.0,UPI,4.0,4.1,DRV9004,CUS11147,May,Sunday,11,Revenue
UBR102824,2025-11-04,22:54:00,Bengaluru,Uber XL,Cancelled by Customer,Electronic City,Indiranagar,8.99,0,0.0,1.0,Cash,,,DRV9418,CUS59770,November,Tuesday,22,No Revenue
UBR102825,2025-12-18,06:09:00,Noida,Uber Go,Completed,Sector 62,Sector 18,3.76,10,91.05,1.0,UPI,3.7,4.2,DRV3390,CUS89422,December,Thursday,6,Revenue
UBR102826,2025-10-14,14:56:00,Jaipur,Uber XL,Cancelled by Customer,C Scheme,Jagatpura,5.13,0,0.0,1.0,UPI,,,DRV8672,CUS87509,October,Tuesday,14,No Revenue
UBR102827,2025-03-07,16:35:00,Delhi,Uber Moto,Completed,Connaught Place,Connaught Place,6.62,43,104.31,1.0,Credit Card,3.7,4.3,DRV1142,CUS21392,March,Friday,16,Revenue
UBR102828,2025-12-13,09:12:00,Hyderabad,Uber Premier,Completed,Hitech City,Gachibowli,11.84,61,355.63,1.0,Wallet,3.6,4.2,DRV6373,CUS74307,December,Saturday,9,Revenue
UBR102829,2025-11-21,19:35:00,Delhi,Uber Go,Completed,Connaught Place,Dwarka,1.0,5,81.27,1.0,UPI,4.7,4.4,DRV4403,CUS71660,November,Friday,19,Revenue
UBR102830,2025-06-04,17:47:00,Chennai,Uber Go,Completed,Velachery,Velachery,8.75,43,272.81,1.5,Cash,3.9,5.0,DRV4526,CUS77225,June,Wednesday,17,Revenue
UBR102831,2025-03-28,01:08:00,Pune,Uber XL,Completed,Hadapsar,Hadapsar,7.87,38,454.09,1.5,UPI,3.7,4.7,DRV3015,CUS27572,March,Friday,1,Revenue
UBR102832,2025-02-02,17:30:00,Delhi,Uber Go,Completed,Dwarka,Saket,16.94,56,271.64,1.0,Wallet,4.5,4.6,DRV8921,CUS84628,February,Sunday,17,Revenue
UBR102833,2025-03-09,15:03:00,Bengaluru,Uber Moto,Cancelled by Customer,Electronic City,Indiranagar,8.22,0,0.0,1.2,Debit Card,,,DRV4080,CUS78857,March,Sunday,15,No Revenue
UBR102834,2025-07-06,08:57:00,Hyderabad,Uber Premier,Completed,Banjara Hills,Gachibowli,7.16,28,241.53,1.0,Credit Card,4.7,3.6,DRV8302,CUS29644,July,Sunday,8,Revenue
UBR102835,2025-07-11,23:19:00,Ghaziabad,Uber Go,Completed,Indirapuram,Indirapuram,8.07,35,234.5,1.5,Credit Card,4.1,4.5,DRV1062,CUS10736,July,Friday,23,Revenue
UBR102836,2025-08-01,21:07:00,Dehradun,Uber Moto,No Driver Found,ISBT,Clock Tower,7.76,0,0.0,1.0,Credit Card,,,DRV6769,CUS59863,August,Friday,21,No Revenue
UBR102837,2025-03-29,10:26:00,Delhi,Uber Go,Completed,Saket,Dwarka,7.64,44,169.77,1.0,Cash,4.3,4.5,DRV6265,CUS98080,March,Saturday,10,Revenue
UBR102838,2025-12-17,15:35:00,Lucknow,Uber Auto,Completed,Charbagh,Charbagh,7.05,36,97.14,1.0,UPI,5.0,3.8,DRV5699,CUS81785,December,Wednesday,15,Revenue
UBR102839,2025-04-18,11:08:00,Hyderabad,Uber Go,Completed,Secunderabad,Secunderabad,8.56,40,174.7,1.0,Credit Card,4.9,4.2,DRV3387,CUS65622,April,Friday,11,Revenue
UBR102840,2025-08-28,19:42:00,Hyderabad,Uber Moto,Completed,Banjara Hills,Hitech City,9.98,59,126.79,1.0,Cash,3.3,4.9,DRV1683,CUS83270,August,Thursday,19,Revenue
UBR102841,2025-08-04,21:23:00,Lucknow,Uber XL,Completed,Aliganj,Aliganj,4.51,14,202.62,1.0,Debit Card,4.3,3.8,DRV4061,CUS98708,August,Monday,21,Revenue
UBR102842,2025-06-26,12:36:00,Ghaziabad,Uber Go,Cancelled by Customer,Vaishali,Indirapuram,3.35,0,0.0,1.5,Cash,,,DRV8566,CUS66451,June,Thursday,12,No Revenue
UBR102843,2025-02-22,19:40:00,Dehradun,Uber Auto,Completed,Sahastradhara,Sahastradhara,5.37,36,96.04,1.0,Cash,4.9,4.4,DRV1284,CUS34903,February,Saturday,19,Revenue
UBR102844,2025-11-26,15:39:00,Kolkata,Uber Auto,Completed,New Town,New Town,3.77,14,95.42,1.2,Cash,5.0,4.7,DRV3509,CUS13078,November,Wednesday,15,Revenue
UBR102845,2025-02-18,13:29:00,Hyderabad,Uber Go,Completed,Hitech City,Madhapur,4.2,20,101.74,1.0,UPI,4.4,5.0,DRV3718,CUS15733,February,Tuesday,13,Revenue
UBR102846,2025-04-24,22:25:00,Lucknow,Uber Auto,Completed,Aliganj,Aliganj,10.1,44,139.25,1.0,UPI,4.3,5.0,DRV2839,CUS47168,April,Thursday,22,Revenue
UBR102847,2025-04-05,15:03:00,Bengaluru,Uber XL,Cancelled by Customer,Electronic City,Whitefield,5.88,0,0.0,1.0,Cash,,,DRV1155,CUS69420,April,Saturday,15,No Revenue
UBR102848,2025-01-25,14:51:00,Kolkata,Uber XL,Completed,Park Street,Salt Lake,13.31,52,455.22,1.0,Credit Card,4.4,4.8,DRV3819,CUS74936,January,Saturday,14,Revenue
UBR102849,2025-05-12,17:00:00,Hyderabad,Uber Go,No Driver Found,Madhapur,Hitech City,6.07,0,0.0,1.0,UPI,,,DRV5490,CUS10649,May,Monday,17,No Revenue
UBR102850,2025-06-28,10:19:00,Pune,Uber Moto,Cancelled by Customer,Hinjewadi,Kothrud,13.56,0,0.0,1.0,UPI,,,DRV5796,CUS43703,June,Saturday,10,No Revenue
UBR102851,2025-05-25,11:27:00,Bengaluru,Uber Moto,Completed,Koramangala,HSR Layout,5.68,25,65.62,1.0,UPI,3.9,3.9,DRV3061,CUS17874,May,Sunday,11,Revenue
UBR102852,2025-12-30,21:44:00,Mumbai,Uber XL,Completed,Bandra,Andheri,3.43,34,188.4,1.0,Debit Card,5.0,4.6,DRV7549,CUS49644,December,Tuesday,21,Revenue
UBR102853,2025-07-17,18:23:00,Ghaziabad,Uber Go,Completed,Indirapuram,Indirapuram,7.83,29,141.07,1.0,Debit Card,4.2,4.5,DRV6688,CUS62518,July,Thursday,18,Revenue
UBR102854,2025-11-21,20:27:00,Delhi,Uber Premier,Completed,Saket,Dwarka,18.68,79,457.99,1.0,UPI,3.9,4.5,DRV7464,CUS64578,November,Friday,20,Revenue
UBR102855,2025-03-25,10:27:00,Chennai,Uber XL,Completed,Adyar,Anna Nagar,6.95,36,270.55,1.0,UPI,4.1,4.2,DRV8434,CUS56229,March,Tuesday,10,Revenue
UBR102856,2025-06-06,15:04:00,Mumbai,Uber XL,Cancelled by Driver,Bandra,Dadar,33.74,0,0.0,1.0,Wallet,,,DRV6240,CUS76454,June,Friday,15,No Revenue
UBR102857,2025-03-26,22:31:00,Delhi,Uber Auto,Completed,Rohini,Rohini,2.94,13,52.84,1.0,UPI,5.0,4.1,DRV9589,CUS81859,March,Wednesday,22,Revenue
UBR102858,2025-09-10,11:53:00,Delhi,Uber Go,Completed,Connaught Place,Connaught Place,28.79,131,452.15,1.0,Cash,3.8,4.4,DRV2058,CUS23907,September,Wednesday,11,Revenue
UBR102859,2025-03-13,08:51:00,Mumbai,Uber Moto,Completed,Borivali,Andheri,9.35,37,124.4,1.0,Credit Card,3.9,4.2,DRV2410,CUS87614,March,Thursday,8,Revenue
UBR102860,2025-08-11,15:29:00,Noida,Uber Go,Completed,Greater Noida,Sector 137,14.82,53,254.99,1.0,UPI,4.4,4.5,DRV6556,CUS84852,August,Monday,15,Revenue
UBR102861,2025-10-03,12:20:00,Bengaluru,Uber Auto,Completed,HSR Layout,HSR Layout,28.18,129,352.99,1.0,Wallet,4.0,4.7,DRV5197,CUS99273,October,Friday,12,Revenue
UBR102862,2025-10-10,08:41:00,Dehradun,Uber Auto,Completed,Clock Tower,Rajpur Road,21.71,117,239.89,1.0,UPI,4.7,4.0,DRV6405,CUS52444,October,Friday,8,Revenue
UBR102863,2025-09-21,21:15:00,Kolkata,Uber Go,Completed,Salt Lake,New Town,4.11,17,101.33,1.0,UPI,5.0,4.1,DRV8202,CUS34745,September,Sunday,21,Revenue
UBR102864,2025-09-03,23:07:00,Hyderabad,Uber Go,Completed,Secunderabad,Gachibowli,2.79,17,84.15,1.0,Debit Card,4.5,3.4,DRV3869,CUS53121,September,Wednesday,23,Revenue
UBR102865,2025-12-07,16:11:00,Kolkata,Uber Go,Completed,Park Street,Salt Lake,8.69,51,179.43,1.0,UPI,4.2,4.5,DRV4006,CUS76447,December,Sunday,16,Revenue
UBR102866,2025-03-02,19:31:00,Chennai,Uber Go,Completed,T Nagar,Adyar,16.36,93,290.98,1.0,UPI,4.2,4.5,DRV4235,CUS76590,March,Sunday,19,Revenue
UBR102867,2025-09-16,20:24:00,Lucknow,Uber Auto,Completed,Aliganj,Indira Nagar,2.96,25,53.0,1.0,Debit Card,3.3,5.0,DRV8876,CUS69892,September,Tuesday,20,Revenue
UBR102868,2025-01-07,18:02:00,Bengaluru,Uber Go,Cancelled by Customer,Indiranagar,Indiranagar,19.05,0,0.0,1.2,UPI,,,DRV4081,CUS69061,January,Tuesday,18,No Revenue
UBR102869,2025-07-07,04:25:00,Hyderabad,Uber Premier,Completed,Gachibowli,Madhapur,10.47,49,311.89,1.0,UPI,3.7,4.2,DRV6288,CUS35423,July,Monday,4,Revenue
UBR102870,2025-01-04,08:35:00,Ghaziabad,Uber Auto,Completed,Kaushambi,Crossings Republik,6.85,24,119.77,1.0,UPI,4.2,4.5,DRV4633,CUS23098,January,Saturday,8,Revenue
UBR102871,2025-08-19,06:16:00,Dehradun,Uber Premier,Completed,Sahastradhara,Sahastradhara,9.23,46,264.32,1.0,UPI,3.2,5.0,DRV4375,CUS70894,August,Tuesday,6,Revenue
UBR102872,2025-05-13,00:26:00,Ghaziabad,Uber Go,Completed,Raj Nagar,Indirapuram,8.97,42,158.46,1.0,Wallet,3.5,4.7,DRV1454,CUS19806,May,Tuesday,0,Revenue
UBR102873,2025-05-05,11:52:00,Hyderabad,Uber Premier,Completed,Hitech City,Madhapur,16.16,82,427.37,1.0,Cash,4.0,4.4,DRV7258,CUS30108,May,Monday,11,Revenue
UBR102874,2025-01-15,12:51:00,Lucknow,Uber XL,Completed,Indira Nagar,Hazratganj,10.92,44,375.72,1.0,Credit Card,4.2,4.3,DRV9855,CUS89571,January,Wednesday,12,Revenue
UBR102875,2025-01-13,09:21:00,Chennai,Uber Go,Completed,Adyar,Velachery,8.41,44,260.08,1.5,Cash,3.9,5.0,DRV1586,CUS22001,January,Monday,9,Revenue
UBR102876,2025-04-28,05:53:00,Chennai,Uber Go,Completed,Velachery,T Nagar,4.88,24,115.43,1.0,UPI,4.7,4.7,DRV7853,CUS73922,April,Monday,5,Revenue
UBR102877,2025-08-28,15:44:00,Mumbai,Uber Moto,No Driver Found,Powai,Andheri,4.28,0,0.0,1.2,UPI,,,DRV4358,CUS80885,August,Thursday,15,No Revenue
UBR102878,2025-09-20,10:57:00,Kolkata,Uber Moto,Completed,New Town,Howrah,9.46,33,95.84,1.0,Debit Card,4.9,4.5,DRV2817,CUS61691,September,Saturday,10,Revenue
UBR102879,2025-12-26,19:37:00,Mumbai,Uber Go,Cancelled by Driver,Borivali,Powai,16.44,0,0.0,1.0,UPI,,,DRV3058,CUS58281,December,Friday,19,No Revenue
UBR102880,2025-01-06,00:34:00,Bengaluru,Uber XL,Completed,Whitefield,HSR Layout,14.55,78,462.29,1.0,Debit Card,4.4,4.3,DRV5926,CUS66499,January,Monday,0,Revenue
UBR102881,2025-11-16,20:45:00,Noida,Uber Auto,Completed,Sector 18,Sector 62,24.04,88,304.97,1.0,Credit Card,4.0,4.5,DRV6150,CUS50255,November,Sunday,20,Revenue
UBR102882,2025-08-19,22:06:00,Mumbai,Uber Premier,Completed,Borivali,Borivali,4.04,24,120.57,1.0,UPI,4.2,4.1,DRV5561,CUS37960,August,Tuesday,22,Revenue
UBR102883,2025-01-30,18:02:00,Delhi,Uber Go,Completed,Saket,Karol Bagh,10.5,59,289.22,1.5,UPI,3.9,4.9,DRV6287,CUS41896,January,Thursday,18,Revenue
UBR102884,2025-01-22,18:05:00,Delhi,Uber Go,Completed,Rohini,Connaught Place,4.93,21,127.39,1.0,Cash,5.0,4.5,DRV5309,CUS20196,January,Wednesday,18,Revenue
UBR102885,2025-06-05,21:12:00,Dehradun,Uber Go,Cancelled by Driver,Rajpur Road,Clock Tower,4.72,0,0.0,1.0,Cash,,,DRV2835,CUS42157,June,Thursday,21,No Revenue
UBR102886,2025-04-28,09:45:00,Chennai,Uber Go,Completed,Adyar,Velachery,7.01,38,173.46,1.2,Cash,4.1,4.3,DRV7489,CUS47536,April,Monday,9,Revenue
UBR102887,2025-12-06,23:14:00,Hyderabad,Uber XL,Completed,Hitech City,Secunderabad,32.1,159,880.26,1.0,UPI,3.7,4.0,DRV7491,CUS24740,December,Saturday,23,Revenue
UBR102888,2025-07-12,19:25:00,Noida,Uber Moto,Completed,Sector 18,Sector 18,12.86,53,132.96,1.0,UPI,4.7,3.9,DRV3553,CUS18127,July,Saturday,19,Revenue
UBR102889,2025-12-12,18:47:00,Noida,Uber Premier,Completed,Greater Noida,Sector 18,2.95,18,146.89,1.0,Wallet,4.3,3.8,DRV3668,CUS58869,December,Friday,18,Revenue
UBR102890,2025-07-14,12:32:00,Bengaluru,Uber XL,Cancelled by Customer,Indiranagar,Whitefield,12.89,0,0.0,1.0,Credit Card,,,DRV6567,CUS28868,July,Monday,12,No Revenue
UBR102891,2025-06-17,15:14:00,Jaipur,Uber Go,Completed,C Scheme,C Scheme,16.35,82,302.31,1.0,Cash,4.3,4.6,DRV7534,CUS88619,June,Tuesday,15,Revenue
